seq,recv_bytes,latency_us,recv_ns
1145,512,79,824948407670634
1146,512,81,824948408988559
1147,512,98,824948410336206
1148,512,88,824948411607880
1149,512,82,824948412819734
1150,512,100,824948414167535
1151,512,99,824948415348364
1152,512,85,824948416643749
1153,512,103,824948417830161
1154,512,100,824948419179912
1155,512,100,824948420528777
1156,512,186,824948421980432
1157,512,201,824948423410564
1158,512,189,824948424823517
1159,512,204,824948426253716
1160,512,145,824948427607686
1161,512,128,824948428889483
1162,512,132,824948430250251
1163,512,140,824948431587243
1164,512,117,824948432930405
1165,512,131,824948434302140
1166,512,129,824948435657200
1167,512,121,824948436822335
1168,512,168,824948438226319
1169,512,154,824948439563867
1170,512,131,824948440958728
1171,512,126,824948442310211
1172,512,126,824948443662004
1173,512,126,824948445015910
1174,512,133,824948446419665
1175,512,127,824948447630541
1176,512,132,824948449041834
1177,512,135,824948450401353
1178,512,129,824948451755563
1179,512,130,824948453113037
1180,512,129,824948454468651
1181,512,139,824948455641146
1182,512,105,824948456925375
1183,512,85,824948458286208
1184,512,82,824948459648840
1185,512,102,824948460897120
1186,512,100,824948462245890
1187,512,98,824948463520992
1188,512,123,824948464909526
1189,512,100,824948466285064
1190,512,99,824948467632862
1191,512,99,824948468983122
1192,512,80,824948470298654
1193,512,196,824948471819321
1194,512,162,824948473194557
1195,512,78,824948474486451
1196,512,78,824948475809382
1197,512,98,824948477156554
1198,512,110,824948478516003
1199,512,99,824948479763831
1200,512,105,824948481042099
1201,512,80,824948482430913
1202,512,99,824948483782327
1203,512,98,824948485129095
1204,512,98,824948486478149
1205,512,91,824948487556530
1206,512,83,824948488719650
1207,512,79,824948490026739
1208,512,97,824948491374081
1209,512,99,824948492721557
1210,512,98,824948494068239
1211,512,99,824948495417577
1212,512,87,824948496486612
1213,512,79,824948497795935
1214,512,93,824948499118216
1215,512,81,824948500474536
1216,512,82,824948501795377
1217,512,93,824948503141112
1218,512,77,824948504298159
1219,512,90,824948505638946
1220,512,83,824948506945168
1221,512,100,824948508294977
1222,512,103,824948509651737
1223,512,80,824948511024997
1224,512,93,824948512357222
1225,512,80,824948513459631
1226,512,76,824948514775358
1227,512,98,824948516130692
1228,512,101,824948517518808
1229,512,99,824948518862665
1230,512,92,824948520203649
1231,512,199,824948521641723
1232,512,123,824948522670099
1233,512,69,824948523987963
1234,512,68,824948525189710
1235,512,57,824948526482544
1236,512,51,824948527549503
1237,512,58,824948528820521
1238,512,81,824948530147942
1239,512,53,824948531288020
1240,512,49,824948532569968
1241,512,84,824948533902301
1242,512,71,824948535195905
1243,512,68,824948536412108
1244,512,66,824948537724008
1245,512,108,824948539084740
1246,512,65,824948540388661
1247,512,66,824948541449049
1248,512,75,824948542698760
1249,512,90,824948543796410
1250,512,62,824948544904482
1251,512,64,824948546019719
1252,512,111,824948547393320
1253,512,55,824948548437822
1254,512,86,824948549787447
1255,512,72,824948551122689
1256,512,72,824948552272200
1257,512,74,824948553614926
1258,512,73,824948554944945
1259,512,76,824948556288144
1260,512,98,824948557522201
1261,512,97,824948558866558
1262,512,85,824948560051979
1263,512,81,824948561355949
1264,512,57,824948562666766
1265,512,102,824948564030018
1266,512,83,824948565394605
1267,512,131,824948566801537
1268,512,164,824948568035684
1269,512,82,824948569135518
1270,512,81,824948570449614
1271,512,190,824948571908436
1272,512,182,824948573340555
1273,512,185,824948574755638
1274,512,216,824948576035958
1275,512,121,824948577244341
1276,512,90,824948578549929
1277,512,81,824948579924629
1278,512,78,824948581249267
1279,512,96,824948582602088
1280,512,75,824948583879284
1281,512,78,824948585060747
1282,512,111,824948586402039
1283,512,132,824948587814155
1284,512,127,824948589170050
1285,512,129,824948590550936
1286,512,142,824948591919892
1287,512,126,824948593123293
1288,512,80,824948594416317
1289,512,81,824948595762049
1290,512,81,824948597077982
1291,512,100,824948598428405
1292,512,86,824948599751493
1293,512,126,824948600900513
1294,512,82,824948602164466
1295,512,99,824948603510823
1296,512,99,824948604858654
1297,512,81,824948606173644
1298,512,112,824948607533975
1299,512,82,824948608838514
1300,512,99,824948610184780
1301,512,98,824948611530611
1302,512,98,824948612878470
1303,512,102,824948614226551
1304,512,99,824948615575789
1305,512,79,824948616897561
1306,512,104,824948618261501
1307,512,183,824948619741841
1308,512,134,824948621089250
1309,512,165,824948622503875
1310,512,128,824948623724887
1311,512,221,824948625203145
1312,512,131,824948626577486
1313,512,158,824948627990265
1314,512,143,824948629347296
1315,512,127,824948630698302
1316,512,140,824948632098182
1317,512,129,824948633453188
1318,512,127,824948634807223
1319,512,127,824948636161970
1320,512,130,824948637360750
1321,512,171,824948638743591
1322,512,79,824948639976275
1323,512,83,824948641300608
1324,512,89,824948642635692
1325,512,78,824948643972262
1326,512,75,824948645328920
1327,512,165,824948646746289
1328,512,109,824948648043296
1329,512,126,824948649414054
1330,512,125,824948650765773
1331,512,127,824948652119442
1332,512,137,824948653483384
1333,512,126,824948654824634
1334,512,125,824948656175115
1335,512,126,824948657526345
1336,512,126,824948658878654
1337,512,138,824948660243399
1338,512,126,824948661584084
1339,512,117,824948662926847
1340,512,126,824948664288549
1341,512,143,824948665657592
1342,512,130,824948667036299
1343,512,127,824948668388944
1344,512,127,824948669743580
1345,512,143,824948671112981
1346,512,185,824948672521614
1347,512,184,824948673934833
1348,512,184,824948675349313
1349,512,188,824948676811138
1350,512,177,824948678195591
1351,512,128,824948679513260
1352,512,119,824948680839733
1353,512,127,824948682207571
1354,512,128,824948683603581
1355,512,127,824948684958439
1356,512,127,824948686269643
1357,512,131,824948687634938
1358,512,171,824948689025094
1359,512,130,824948690349058
1360,512,139,824948691769245
1361,512,129,824948693166122
1362,512,126,824948694518458
1363,512,142,824948695792818
1364,512,129,824948696935527
1365,512,127,824948698305427
1366,512,126,824948699698243
1367,512,135,824948701065169
1368,512,140,824948702430396
1369,512,133,824948703776479
1370,512,134,824948705176716
1371,512,131,824948706572407
1372,512,126,824948707922891
1373,512,120,824948709271606
1374,512,127,824948710608526
1375,512,125,824948711960466
1376,512,127,824948713314983
1377,512,136,824948714679189
1378,512,129,824948716026712
1379,512,128,824948717158314
1380,512,134,824948718563853
1381,512,128,824948719893902
1382,512,125,824948721200091
1383,512,219,824948722412220
1384,512,199,824948723838986
1385,512,182,824948725271098
1386,512,181,824948726418175
1387,512,134,824948727774848
1388,512,136,824948728963049
1389,512,145,824948730334095
1390,512,127,824948731669257
1391,512,141,824948733038334
1392,512,126,824948734377711
1393,512,127,824948735733540
1394,512,124,824948737079657
1395,512,118,824948738467780
1396,512,128,824948739835095
1397,512,144,824948741205007
1398,512,129,824948742543814
1399,512,128,824948743895882
1400,512,129,824948745248822
1401,512,127,824948746600875
1402,512,127,824948747953941
1403,512,125,824948749143146
1404,512,129,824948750501445
1405,512,132,824948751670427
1406,512,127,824948752936395
1407,512,130,824948754294725
1408,512,130,824948755652001
1409,512,138,824948757035382
1410,512,127,824948758382492
1411,512,138,824948759746966
1412,512,124,824948760829810
1413,512,124,824948761985316
1414,512,126,824948763341351
1415,512,123,824948764535143
1416,512,129,824948765901075
1417,512,127,824948767089115
1418,512,142,824948768527320
1419,512,129,824948769874237
1420,512,126,824948771201666
1421,512,184,824948772495592
1422,512,184,824948773908685
1423,512,185,824948775323490
1424,512,186,824948776631374
1425,512,157,824948778050733
1426,512,136,824948779371101
1427,512,133,824948780726768
1428,512,130,824948782081932
1429,512,130,824948783439550
1430,512,179,824948784777459
1431,512,132,824948785882077
1432,512,144,824948787269205
1433,512,137,824948788620483
1434,512,125,824948789923203
1435,512,96,824948791003811
1436,512,94,824948792271435
1437,512,107,824948793352594
1438,512,90,824948794648958
1439,512,103,824948795861828
1440,512,86,824948797133944
1441,512,114,824948798260984
1442,512,101,824948799341570
1443,512,102,824948800496021
1444,512,103,824948801665859
1445,512,87,824948802799483
1446,512,126,824948803967242
1447,512,87,824948805312466
1448,512,88,824948806660317
1449,512,128,824948808052432
1450,512,104,824948809395152
1451,512,97,824948810715598
1452,512,92,824948812031632
1453,512,88,824948813345120
1454,512,68,824948814636956
1455,512,116,824948815996043
1456,512,126,824948817182095
1457,512,131,824948818544878
1458,512,121,824948819841919
1459,512,130,824948821211524
1460,512,189,824948822458739
1461,512,183,824948823910410
1462,512,188,824948825129632
1463,512,187,824948826305669
1464,512,150,824948827672098
1465,512,130,824948829024421
1466,512,130,824948830381433
1467,512,131,824948831778912
1468,512,158,824948833130316
1469,512,130,824948834487901
1470,512,131,824948835847949
1471,512,128,824948836971688
1472,512,118,824948838357203
1473,512,129,824948839726587
1474,512,124,824948841065442
1475,512,128,824948842420425
1476,512,129,824948843777844
1477,512,154,824948844948186
1478,512,131,824948846108882
1479,512,142,824948847477726
1480,512,129,824948848821617
1481,512,132,824948850017408
1482,512,82,824948851100216
1483,512,100,824948852450347
1484,512,101,824948853799928
1485,512,110,824948855159844
1486,512,84,824948856540729
1487,512,84,824948857782522
1488,512,82,824948859096721
1489,512,99,824948860443841
1490,512,99,824948861791317
1491,512,99,824948863138909
1492,512,99,824948864486678
1493,512,83,824948865816654
1494,512,81,824948867150799
1495,512,84,824948868462949
1496,512,99,824948869811248
1497,512,103,824948871164226
1498,512,128,824948872543653
1499,512,126,824948873679812
1500,512,114,824948874780155
1501,512,99,824948876097831
1502,512,83,824948877310519
1503,512,99,824948878658247
1504,512,81,824948879976367
1505,512,83,824948881292219
1506,512,81,824948882387851
1507,512,84,824948883704583
1508,512,99,824948885048922
1509,512,99,824948886397986
1510,512,99,824948887746517
1511,512,78,824948889124891
1512,512,123,824948890463627
1513,512,102,824948891781724
1514,512,101,824948893131232
1515,512,99,824948894479036
1516,512,101,824948895830171
1517,512,103,824948897180317
1518,512,105,824948898444543
1519,512,74,824948899754798
1520,512,105,824948901120285
1521,512,102,824948902470737
1522,512,100,824948903820143
1523,512,99,824948905115200
1524,512,84,824948906442901
1525,512,98,824948907787544
1526,512,97,824948909133334
1527,512,97,824948910479590
1528,512,82,824948911790851
1529,512,112,824948913149666
1530,512,116,824948914512382
1531,512,98,824948915850445
1532,512,84,824948917059063
1533,512,99,824948918402369
1534,512,98,824948919783141
1535,512,82,824948921085058
1536,512,129,824948922460219
1537,512,132,824948923831637
1538,512,145,824948925230132
1539,512,155,824948926665495
1540,512,98,824948928000269
1541,512,88,824948929274138
1542,512,100,824948930620949
1543,512,81,824948931936307
1544,512,82,824948933148965
1545,512,104,824948934501580
1546,512,149,824948935915632
1547,512,139,824948937253516
1548,512,144,824948938629275
1549,512,82,824948939940422
1550,512,102,824948941292136
1551,512,100,824948942640739
1552,512,99,824948943990212
1553,512,87,824948945249391
1554,512,114,824948946493986
1555,512,130,824948947887103
1556,512,100,824948949205733
1557,512,81,824948950316136
1558,512,100,824948951665789
1559,512,100,824948953015835
1560,512,81,824948954331265
1561,512,105,824948955687315
1562,512,88,824948957024647
1563,512,100,824948958374121
1564,512,99,824948959722933
1565,512,80,824948961038253
1566,512,99,824948962395703
1567,512,98,824948963743326
1568,512,127,824948964957222
1569,512,128,824948966311482
1570,512,120,824948967697533
1571,512,136,824948969087796
1572,512,132,824948970427992
1573,512,186,824948971856694
1574,512,185,824948973268563
1575,512,184,824948974681467
1576,512,196,824948976104740
1577,512,146,824948977491322
1578,512,132,824948978852606
1579,512,143,824948980131178
1580,512,132,824948981480174
1581,512,130,824948982835752
1582,512,119,824948984242955
1583,512,136,824948985429320
1584,512,126,824948986772188
1585,512,125,824948988124502
1586,512,127,824948989478064
1587,512,127,824948990831311
1588,512,127,824948992184590
1589,512,144,824948993550018
1590,512,96,824948994779002
1591,512,81,824948996134518
1592,512,79,824948997453242
1593,512,82,824948998772305
1594,512,68,824948999851672
1595,512,63,824949001164357
1596,512,69,824949002471123
1597,512,79,824949003841931
1598,512,97,824949005233099
1599,512,83,824949006584229
1600,512,81,824949007788514
1601,512,67,824949009101252
1602,512,66,824949010433559
1603,512,64,824949011743236
1604,512,55,824949013066722
1605,512,52,824949014357756
1606,512,52,824949015649805
1607,512,50,824949016888552
1608,512,44,824949018194669
1609,512,32,824949019465174
1610,512,71,824949020826573
1611,512,46,824949022105558
1612,512,45,824949023439185
1613,512,37,824949024721486
1614,512,48,824949025766898
1615,512,39,824949026992595
1616,512,91,824949028349963
1617,512,67,824949029719793
1618,512,87,824949031079197
1619,512,71,824949032418570
1620,512,49,824949033615907
1621,512,103,824949034970327
1622,512,101,824949036300975
1623,512,89,824949037618916
1624,512,74,824949038937009
1625,512,111,824949040305985
1626,512,95,824949041545080
1627,512,80,824949042896185
1628,512,100,824949044293528
1629,512,82,824949045458485
1630,512,91,824949046735835
1631,512,98,824949048081570
1632,512,99,824949049431351
1633,512,99,824949050779939
1634,512,78,824949052159804
1635,512,98,824949053513928
1636,512,100,824949054864108
1637,512,99,824949056225165
1638,512,108,824949057582900
1639,512,75,824949058951147
1640,512,100,824949060307075
1641,512,81,824949061622701
1642,512,83,824949062940870
1643,512,80,824949064301942
1644,512,80,824949065409490
1645,512,80,824949066725055
1646,512,99,824949068073342
1647,512,97,824949069419428
1648,512,98,824949070767530
1649,512,220,824949072252291
1650,512,189,824949073660742
1651,512,161,824949074823123
1652,512,206,824949076253590
1653,512,145,824949077604453
1654,512,130,824949078958401
1655,512,123,824949080311702
1656,512,135,824949081680162
1657,512,131,824949083039411
1658,512,131,824949084396810
1659,512,140,824949085816149
1660,512,139,824949087178768
1661,512,138,824949088533029
1662,512,152,824949089872504
1663,512,126,824949091201390
1664,512,133,824949092585914
1665,512,126,824949093889336
1666,512,127,824949095243305
1667,512,135,824949096603086
1668,512,92,824949097907666
1669,512,101,824949099247719
1670,512,117,824949100620364
1671,512,105,824949101968533
1672,512,102,824949103319776
1673,512,100,824949104667990
1674,512,109,824949105787718
1675,512,81,824949107132122
1676,512,101,824949108483561
1677,512,100,824949109832252
1678,512,84,824949111218823
1679,512,105,824949112574622
1680,512,83,824949113924742
1681,512,90,824949115248004
1682,512,86,824949116466370
1683,512,100,824949117811996
1684,512,99,824949119161093
1685,512,100,824949120509934
1686,512,124,824949121893294
1687,512,132,824949123279395
1688,512,129,824949124646921
1689,512,131,824949126015867
1690,512,156,824949127318590
1691,512,147,824949128685483
1692,512,85,824949130015082
1693,512,98,824949131361300
1694,512,99,824949132709604
1695,512,107,824949133895600
1696,512,100,824949135245374
1697,512,134,824949136667998
1698,512,103,824949137927620
1699,512,146,824949139311715
1700,512,127,824949140661475
1701,512,130,824949142019566
1702,512,128,824949143375001
1703,512,126,824949144728703
1704,512,154,824949146077226
1705,512,85,824949147110955
1706,512,79,824949148422120
1707,512,100,824949149772272
1708,512,100,824949151121455
1709,512,101,824949152470175
1710,512,84,824949153790141
1711,512,88,824949155112251
1712,512,83,824949156423071
1713,512,99,824949157785203
1714,512,100,824949159116122
1715,512,100,824949160464636
1716,512,110,824949161822594
1717,512,101,824949163161932
1718,512,100,824949164508350
1719,512,89,824949165873626
1720,512,81,824949167221208
1721,512,97,824949168566468
1722,512,97,824949169911421
1723,512,108,824949171188014
1724,512,184,824949172572359
1725,512,183,824949173984384
1726,512,185,824949175398560
1727,512,174,824949176624842
1728,512,153,824949177991518
1729,512,160,824949179389334
1730,512,132,824949180770155
1731,512,126,824949182122688
1732,512,125,824949183474280
1733,512,138,824949184839825
1734,512,169,824949186228268
1735,512,130,824949187561553
1736,512,146,824949188933370
1737,512,131,824949190242157
1738,512,80,824949191534724
1739,512,80,824949192849740
1740,512,69,824949194149515
1741,512,67,824949195444074
1742,512,64,824949196689945
1743,512,87,824949198036154
1744,512,92,824949199382750
1745,512,80,824949200759060
1746,512,81,824949201938847
1747,512,100,824949203287955
1748,512,100,824949204637012
1749,512,82,824949205779386
1750,512,82,824949207124502
1751,512,103,824949208475891
1752,512,77,824949209794793
1753,512,80,824949210980975
1754,512,63,824949212273094
1755,512,80,824949213593539
1756,512,66,824949214897511
1757,512,64,824949216204691
1758,512,97,824949217524723
1759,512,79,824949218838610
1760,512,98,824949220183619
1761,512,109,824949221538947
1762,512,54,824949222820507
1763,512,61,824949224162983
1764,512,69,824949225504404
1765,512,72,824949226834344
1766,512,87,824949228216178
1767,512,107,824949229585239
1768,512,77,824949230901160
1769,512,66,824949232203684
1770,512,90,824949233468280
1771,512,81,824949234573169
1772,512,100,824949235929351
1773,512,101,824949237315171
1774,512,94,824949238683480
1775,512,100,824949240039865
1776,512,101,824949241390350
1777,512,104,824949242593049
1778,512,87,824949243841153
1779,512,81,824949245090514
1780,512,80,824949246195445
1781,512,82,824949247432399
1782,512,83,824949248605340
1783,512,102,824949249995791
1784,512,102,824949251345075
1785,512,84,824949252730888
1786,512,99,824949254076806
1787,512,79,824949255431049
1788,512,79,824949256829186
1789,512,110,824949258229745
1790,512,82,824949259564465
1791,512,97,824949260895115
1792,512,100,824949262236376
1793,512,81,824949263550530
1794,512,97,824949264885434
1795,512,95,824949266032844
1796,512,111,824949267392681
1797,512,73,824949268693688
1798,512,65,824949269996261
1799,512,148,824949271225070
1800,512,150,824949272587155
1801,512,130,824949273957955
1802,512,143,824949275340782
1803,512,116,824949276736181
1804,512,81,824949278041978
1805,512,107,824949279396308
1806,512,80,824949280710546
1807,512,100,824949282058304
1808,512,80,824949283372822
1809,512,99,824949284721629
1810,512,106,824949286075526
1811,512,103,824949287462983
1812,512,118,824949288831161
1813,512,77,824949290190626
1814,512,82,824949291514353
1815,512,80,824949292794941
1816,512,88,824949293867283
1817,512,92,824949294966425
1818,512,84,824949296124627
1819,512,82,824949297439849
1820,512,84,824949298532830
1821,512,82,824949299862039
1822,512,100,824949301210960
1823,512,90,824949302523277
1824,512,99,824949303864444
1825,512,101,824949305222782
1826,512,87,824949306537709
1827,512,101,824949307892248
1828,512,81,824949309267421
1829,512,81,824949310337562
1830,512,74,824949311388761
1831,512,72,824949312512132
1832,512,109,824949313866983
1833,512,70,824949315169654
1834,512,105,824949316332663
1835,512,91,824949317669206
1836,512,98,824949319022507
1837,512,70,824949320259119
1838,512,85,824949321614580
1839,512,86,824949322940632
1840,512,52,824949324208795
1841,512,71,824949325514660
1842,512,80,824949326674093
1843,512,81,824949327984748
1844,512,91,824949329359394
1845,512,76,824949330599194
1846,512,92,824949331944764
1847,512,82,824949333284575
1848,512,89,824949334645316
1849,512,79,824949335982941
1850,512,82,824949337348684
1851,512,130,824949338756143
1852,512,128,824949340111387
1853,512,138,824949341331456
1854,512,126,824949342545888
1855,512,125,824949343897087
1856,512,137,824949345258721
1857,512,128,824949346495201
1858,512,130,824949347851763
1859,512,127,824949349206289
1860,512,125,824949350558052
1861,512,127,824949351912859
1862,512,141,824949353281309
1863,512,128,824949354624175
1864,512,124,824949355864613
1865,512,124,824949357218203
1866,512,125,824949358572098
1867,512,138,824949359840519
1868,512,134,824949361159167
1869,512,127,824949362430436
1870,512,126,824949363780104
1871,512,130,824949364912382
1872,512,121,824949366266165
1873,512,136,824949367674451
1874,512,128,824949369027726
1875,512,127,824949370383110
1876,512,130,824949371738194
1877,512,182,824949373185056
1878,512,186,824949374599846
1879,512,190,824949376018026
1880,512,144,824949377379968
1881,512,152,824949378712615
1882,512,139,824949380104424
1883,512,130,824949381385686
1884,512,126,824949382737550
1885,512,127,824949384093995
1886,512,126,824949385446519
1887,512,127,824949386801817
1888,512,125,824949388153090
1889,512,75,824949389475004
1890,512,128,824949390851662
1891,512,106,824949392194257
1892,512,98,824949393540853
1893,512,116,824949394905808
1894,512,82,824949396059893
1895,512,108,824949397418197
1896,512,100,824949398768089
1897,512,75,824949399973004
1898,512,99,824949401332511
1899,512,82,824949402463122
1900,512,77,824949403768772
1901,512,100,824949405123019
1902,512,82,824949406504115
1903,512,98,824949407850889
1904,512,98,824949409198262
1905,512,111,824949410559527
1906,512,82,824949411863757
1907,512,100,824949413212805
1908,512,81,824949414579995
1909,512,77,824949415970139
1910,512,99,824949417325235
1911,512,99,824949418673468
1912,512,102,824949420024454
1913,512,120,824949421216524
1914,512,123,824949422502344
1915,512,153,824949423888901
1916,512,113,824949425047600
1917,512,131,824949426276060
1918,512,138,824949427391365
1919,512,75,824949428555097
1920,512,66,824949429856655
1921,512,83,824949430946671
1922,512,56,824949432016452
1923,512,59,824949433127490
1924,512,65,824949434259779
1925,512,164,824949436429850
1926,512,77,824949437428449
1927,512,79,824949438609658
1928,512,103,824949439854166
1929,512,116,824949441007754
1930,512,226,824949442338907
1931,512,159,824949443366629
1932,512,208,824949444740145
1933,512,261,824949446127271
1934,512,67,824949447198207
1935,512,95,824949448534671
1936,512,90,824949449732660
1937,512,88,824949450861569
1938,512,123,824949452054597
1939,512,86,824949453266534
1940,512,94,824949454608983
1941,512,87,824949455758637
1942,512,108,824949457019657
1943,512,92,824949458113329
1944,512,160,824949459448832
1945,512,88,824949460714947
1946,512,68,824949461823722
1947,512,59,824949462917888
1948,512,61,824949463975062
1949,512,118,824949465098941
1950,512,88,824949466425383
1951,512,71,824949467493840
1952,512,68,824949468576879
1953,512,72,824949469801695
1954,512,69,824949471070141
1955,512,77,824949472162636
1956,512,96,824949473546262
1957,512,96,824949474680096
1958,512,99,824949475781908
1959,512,87,824949476865018
1960,512,70,824949477933753
1961,512,74,824949479197682
1962,512,55,824949480527039
1963,512,58,824949481631580
1964,512,66,824949482747191
1965,512,71,824949483805678
1966,512,59,824949484850676
1967,512,54,824949486175698
1968,512,44,824949487459731
1969,512,50,824949488708016
1970,512,50,824949490000813
1971,512,48,824949491075089
1972,512,49,824949492378113
1973,512,47,824949493645238
1974,512,63,824949494890735
1975,512,52,824949496031123
1976,512,42,824949497074150
1977,512,43,824949498364315
1978,512,35,824949499431545
1979,512,46,824949500719050
1980,512,33,824949501985707
1981,512,20,824949503242841
1982,512,39,824949504528344
1983,512,52,824949505714198
1984,512,43,824949506997857
1985,512,38,824949508274239
1986,512,50,824949509347030
1987,512,51,824949510653276
1988,512,53,824949511701447
1989,512,37,824949512971813
1990,512,48,824949514155465
1991,512,51,824949515231307
1992,512,51,824949516384917
1993,512,47,824949517702451
1994,512,80,824949519025616
1995,512,53,824949520318134
1996,512,37,824949521591811
1997,512,53,824949522896388
1998,512,49,824949524189007
1999,512,45,824949525474726
2000,512,48,824949526736846
